code,name,category,unit
8081090003,เสาน้ำเกลือสำหรับแขวนขา,,ชุด
8081090004,เสาน้ำเกลือ 5 แฉก 2 ตะขอ,,ต้น
8081100001,กรรไกรไมโครปลายแหลมโค้ง ด้ามไทเทเนียม ขนาดก้าน 25 G,,อัน
8081100002,กรรไกรตัดจอตา ตัดแนวตั้งมุม 45 องศา ขนาด 25G,,อัน
8081100003,กล่องใส่เครื่องมือ น้ำหนักเบา พร้อมแผ่นซิลิโคนหนามเตยรอง 180x50x18.5 mm,,อัน
8081100004,ด้ามสำหรับจี้ห้ามเลือด ชนิดใช้แบตเตอรี่,,อัน
8081100005,"Castroviejo Caliper, 20.0mm, straight",,ชิ้น
8081100006,"Maloney Intra-Operative Keratometer, titanium",,ชิ้น
8081100007,"Kerrison Bone Nibbling Rongeur, size #0, 3.0mm",,ชิ้น
8081100008,"Bowman Lacrimal Probe, size 0000 & 000",,ชิ้น
8081100009,"Wilder Lacrimal Dilator, size #1, fine tapper",,ชิ้น
8081100010,"Wilder Lacrimal Dilator, size #2, medium tapper",,ชิ้น
8081100011,"Wilder Lacrimal Dilator, size #3, heavy tapper",,ชิ้น
8081100012,"Heslin Anterior Chamber Maintaining Cannula, 23G",,ชิ้น
8081100013,"Flieringa Scleral Fixation Ring, set of 8 sizes, Ø 15.0mm - 22.0mm",,ชุด
8081100014,"Radial Marker, 16 blades",,ชิ้น
8081100015,Paton Spatula & spoon,,ชิ้น
8081100016,"Bowman Lacrimal Probe, size 00 & 0",,ชิ้น
8081100017,เครื่องจี้ตาด้วยความเย็น,,ชุด
8081100018,กล่องใส่เครื่องมือผ่าตัด,,กล่อง
8081100020,เครื่องมือเตรียมผ่าตัดตา Prep set,,ชุด
8081100021,เครื่องมือผ่าตัดกล้ามเนื้อตา Muscle set,,ชุด
8081100022,เครื่องผ่าตัดสลายต้อกระจกและผ่าตัดน้ำวุ้นลูกตาส่วนหลัง พร้อมเลเซอร์รักษาโรคจอประสาทตาด้วยคลื่นแสง 532 นาโนเมตร,,ชุด
8081100023,เครื่องมือผ่าตัดต้อเนื้อ Pterygium set,,ชุด
8081100024,เครื่องมือผ่าตัดต้อหิน Trabeculectomy set,,ชุด
8081100025,เครื่องมือผ่าตัดหนังตา Lid set,,ชุด
8081100026,เครื่องรักษาโรคจอตาด้วยลำแสงเลเซอร์ชนิด Pattern scan,,เครื่อง
8081100027,เครื่องรักษาโรคตาด้วยแสงเลเซอร์ชนิดสองระบบแบบ SLT และ Nd:YAG Laser,,เครื่อง
8081100028,ชุด lens สำหรับผ่าตัดจอตา,,ชุด
8081100029,Oculoplastic set,,ชุด
8081110001,ตู้คาบิเนท สำหรับห้องทันตกรรม,,ชุด
8081110002,โต๊ะคร่อมเตียงผู้ป่วย,,ตัว
8081110003,โต๊ะเมโยแบบ 2 ล้อ พร้อมถาด,,ตัว
8081110004,ม้าต่อขาผ่าตัด ขนาด 30x50x10 ซม.,,ตัว
8081110005,ม้าต่อขาผ่าตัด ขนาด 30x50x15 ซม.,,ตัว
8081110006,โต๊ะวางเครื่องมือผ่าตัด ขนาด 24x40x33 นิ้ว,,ตัว
8081110007,โต๊ะวาง Gown ขนาด 20x20x33 นิ้ว,,ตัว
8081110008,โต๊ะกลางวางของผู้ป่วย,,ตัว
8081110009,โต๊ะเมโยแบบ 4 ล้อ พร้อมถาด,,ตัว
8081110010,กล่องบรรจุเครื่องมือทางการแพทย์,,ชุด
8081110011,กล่องบรรจุเครื่องมือทางการแพทย์จักษุ,,ชุด
8081110012,เก้าอี้เจ้าหน้าที่เจาะเลือด,,ชุด
8081110013,เก้าอี้สแตนเลส ล้อเลื่อน กลมหมุนปรับสูงต่ำได้,,ตัว
8081110014,เก้าอี้สำหรับผ่าตัดศัลยกรรม hand,,ชุด
8081110015,เก้าอี้อาบน้ำ และนั่งถ่าย,,คัน
8081110016,ครุภัณฑ์พื้นฐานประจำห้องผ่าตัด,,ชุด
8081110017,โครงวางอ่างคู่สแตนเลส พร้อมอ่าง,,ชุด
8081110018,ชุดอุปกรณ์พื้นฐานประจำห้อง,,ชุด
8081110019,ตู้เก็บกล้องส่องตรวจแบบถาด(16ถาด)พร้อมระบบเป่าแห้งและชุดควบคุมความชื้น,,ชุด
8081110020,ตู้ข้างเตียง,,ตู้
8081110021,ตู้ไฟ VA ตัวเลข ระยะ 6 เมตร,,ตู้
8081110022,โต๊ะเจาะเลือด,,ชุด
8081110023,โต๊ะวางเครื่องมือผ่าตัดแบบเมโย,,ตัว
8081110024,ที่สำหรับล้างแผล แบบตะแกรง,,ชุด
8081110025,บันได,,ชุด
8081110026,บันไดก้าวขึ้นเตียง 2 ขั้น,,ตัว
8081110027,เสาแขวนน้ำเกลือแบบ 2 ขอ,,ต้น
8081110028,เสาน้ำเกลือชนิดขา 4 แฉก,,ต้น
8081110029,Contianer set,,ชุด
8081110030,โต๊ะวางเครื่องมือผ่าตัด 2 ชั้น 53*92*80 ซม.,,คัน
8081110031,โต๊ะเมโยแบบ 4 ล้อ พร้อมถาด MA04,,ตัว
8081110032,โต๊ะคร่อมเตียงผู้ป่วย 507ข,,คัน
8081120001,รถเข็นแบบ 2 ชั้น มีลิ้นชัก,,คัน
8081120003,รถเข็นถังออกซิเจน ขนาด 1.5 คิว,,คัน
8081120004,ถัง TUR บรรจุ 8 ลิตร,,ชิ้น
8081120005,โต๊ะวางของ SS400 ทำสีฝุ่น 600x400x300 มีล้อ 2',,คัน
8081120006,*(ยกเลิก)*รถเข็นฉีดยา,,คัน
8081120007,รถเข็นฉุกเฉินกู้ชีพ,,คัน
8081120008,รถเข็นฉุกเฉินขนาดใหญ่,,คัน
8081120009,*(ยกเลิก)*รถเข็นดมยา,,คัน
8081120010,รถเข็นแต่งแผล,,คัน
8081120011,รถเข็นวางเฝือก ขนาด 50x90x85 cm,,คัน
8081120012,โครงผ้าเปื้อน,,ชุด
8081120013,งานโภชนาการ (รถขนถาดอาหารชนิดควบคุมอุณหภูมิ ขนาด24 ถาด),,ชุด
8081120014,รถเข็นของ 2 ชั้น มีขอบ ขนาดใหญ่,,คัน
8081120015,รถเข็นของใช้สำหรับผู้ป่วยแบบตะแกรง 2 ชั้น,,คัน
8081120016,รถเข็นของบุตาข่าย,,คัน
8081120017,รถเข็นฉีดยา,,คัน
8081120018,รถเข็นฉุกเฉิน,,คัน
8081120019,รถเข็นดมยา,,คัน
8081120020,รถเข็นทำแผล,,คัน
8081120021,รถเข็นแม่บ้านสแตนเลสพร้อมถุงผ้าโคนิลอนสีน้ำเงิน2ใบ,,ชุด
8081120022,รถยาสำหรับวางยาสลบ,,คัน
8081120023,รถเข็นฉุกเฉิน ABS รุ่น SKR054-ET77A,,คัน
8081120024,รถเข็นทำแผล 45*73.5*80 ซม.,,คัน
8081120025,รถเข็นทำการพยาบาล SK-CT75077C2,,คัน
8081130001,โครงใส่ผ้าเปื้อน,,คัน
8081130002,ขาตั้งอ่างเดี่ยว พร้อมอ่าง,,คัน
8081130003,ถังขยะสแตนเลส มีล้อเลื่อน,,คัน
8081130004,ที่วางอ่างเดี่ยว,,ตัว
8081130005,"ถังขยะเปิดด้วยเท้าใส่ลูกล้อ 2"" มีกันชน 586ข",,ใบ
8081140001,ลู่วิ่งไฟฟ้าแบบมีราวจับ 2 ระดับ,,เครื่อง
8081140002,เครื่องกระตุ้นเส้นประสาทและกล้ามเนื้อด้วยคลื่นแม่เหล็ก,,เครื่อง
8081140003,เครื่องกำเนิดความร้อนด้วยคลื่นสั้น (Shortwavediathermy machine),,เครื่อง
8081140004,เครื่องช่วยการเคลื่อนไหวของข้อไหล่แบบต่อเนื่องโดยใช้ไฟฟ้า,,เครื่อง
8081140005,เครื่องแช่แผ่นเก็บความร้อน (Hydrocollator unit),,เครื่อง
8081140006,เครื่องผลิตคลื่นเหนือเสียงเพื่อรักษา (Ultrasonic therapymachine),,เครื่อง
8081140007,เครื่องมือรักษาด้วยการช่วยการเคลื่อนไหวทั้งมือและเท้า,,เครื่อง
8081140008,เครื่องวัดองค์ประกอบร่างกาย,,เครื่อง
8081140009,เครื่องให้การรักษาด้วยกระแสไฟฟ้าร่วมกับคลื่นอัลตร้าซาวด์พร้อมชุดสูญญากาศ,,เครื่อง
8081140010,เครื่อง Shock wave,,เครื่อง
8081140011,เตียงปรับระดับด้วยไฟฟ้าได้พร้อมเครื่องดึงกระดูกสันหลังไฟฟ้า (Electrictraction machine),,เครื่อง
8081140012,เตียงฝึกยืนและทำ Mobilization ปรับสูงต่ำได้ด้วยไฟฟ้า,,เตียง
8081140013,เตียงสำหรับดัดดึงข้อต่อและกระดูกสันหลังปรับระดับด้วยระบบไฟฟ้า,,เตียง
8081140014,เตียง Bobath,,เตียง
8081140015,ถังแช่พาราฟิน (Paraffin wax bath unit),,เครื่อง
8081140016,pararell bar,,อัน
8081150001,Scrub Sink Stainless,,ชุด
8081160004,VACUUM PLANT (V),,ชุด
8081170001,*(ยกเลิก)*เครื่องวัดความอิ่มตัวของออกซิเจนในเลือด ชนิดพกพา,,เครื่อง
8081170002,เครื่องวัดชีพจรและความอิ่มตัวของออกซิเจนในเลือดผู้ป่วย พร้อมการวัดคาร์บอนไดออกไซด์จากลมหายใจ ETCO2,,เครื่อง
8081170003,เครื่องวัดความอิ่มตัวของออกซิเจนในเลือดชนิดพกพา,,เครื่อง
8081180001,เครื่องนับเม็ดยาอัตโนมัติ,,เครื่อง
8081190001,เครื่องตรวจวัดปริมาณน้ำในกระเพาะปัสสาวะ,,ชุด
8081190002,เครื่องตรวจอวัยวะภายในด้วยคลื่นเสียงความถี่สูงชนิดความคมชัดสูง,,เครื่อง
8081190003,เครื่องตรวจอวัยวะภายในด้วยคลื่นเสียงความถี่สูงระบบดิจิทัล,,เครื่อง
8081190004,เครื่องตรวจอวัยวะภายในด้วยคลื่นเสียงความถี่สูงUltrasound,,เครื่อง
8081190005,เครื่องตรวจอวัยวะภายในเด้วยคลื่นเสียงความถี่สูง,,เครื่อง
8081190006,เครื่องสแกนเส้นเลือด,,เครื่อง
8081190007,เครื่องอัลตร้าซาวด์หัวใจหรือตรวจหัวใจด้วยคลื่นเสียงสะท้อน (echocardiography machine),,เครื่อง
8081200001,เครื่องฟอกเลือด (Hemodialysis machine),,เครื่อง
8081200002,ระบบผลิตน้ำRO,,ระบบ
8081210001,เครื่องฉายแสงอาทิตย์เทียมชนิดเฉพาะที่,,เครื่อง
8081210002,เครื่องฉายแสงอาทิตย์เทียมชนิดทั้งตัว,,เครื่อง
8081210003,เครื่องผลิตแสงเลเซอร์กำลังสูง (Laser unit),,เครื่อง
8081210004,เครื่องเลเซอร์กำจัดขนรักษาความผิดปกติของเส้นเลือดและเม็ดสี,,เครื่อง
8081210005,เครื่องเลเซอร์แฟรคชั่นนัลคาร์บอนไดออกไซด์,,เครื่อง
8081210006,เครื่องเลเซอร์รักษาโรคความผิดปกติของเม็ดสีและลบรอยสัก,,เครื่อง
8081220001,รถขับเคลื่อนด้วยระบบไฟฟ้ารุ่นนั่งขับพร้อมตู้เก็บกล่องอุปกรณ์เครื่องมือแพทย์,,คัน
8081230001,กระบอกฉีดไนโตรเจนเหลวพร้อมอุปกรณ์ใช้งาน,,ชุด
8081230002,เครื่องจ่ายกระแสไฟฟ้าสำรอง (UPS 3KVA),,ชุด
8081230003,งานระบบ,,ชุด
8081230004,ชั้นวางน้ำยา,,ชุด
8081230005,เซ็นเซอร์ตรวจจับหลอดที่ปลายทาง,,ชุด
8081230006,ตู้ควบคุมกระแสไฟฟ้า,,ชุด
8081230007,ท่อลำเลียงลม ชนิดกัลวาไนซ์ ขนาด 25 mm,,
8081230008,ท่อส่งหลอดเลือดแบบ HDPE ขนาด 25mm,,
8081230009,ที่แขวนหม้อนอนและกระบอกปัสสาวะ,,ชุด
8081230010,ระบบดูดกลิ่นแช่น้ำยาฆ่าเชื้อ,,ระบบ
8081230011,ระบบท่อลมขนส่งเอกสารและสิ่งส่งตรวจ แบบ Network,,ชุด
8081230012,ระบบท่อลมขนส่งเอกสารและสิ่งส่งตรวจ แบบ Point-to-point,,ระบบ
8081230013,ระบบผลิตอากาศทางการแพทย์ (AirCompressor),,ระบบ
8081230014,อุปกรณ์แจ้งเตือน หลอดเลือดมาถึงปลายทาง,,ชุด
8081230015,อุปกรณ์ลดความเร็วหลอด,,ชุด
8081230016,Air Dryer,,ชุด
8081230017,Air Filter,,ชุด
8081230018,Air Tank 500L,,ชุด
8081230019,Scroll Oil Free Compressor 10HP,,ชุด
8081230020,Sending System Swift 902T,,ชุด
8081240001,เครื่องตรวจคลื่นไฟฟ้าหัวใจ ชนิด 16 ลีด,,เครื่อง
8081240002,เครื่องตรวจคลื่นไฟฟ้าหัวใจ พร้อมโปรแกรมวิเคราะห์ผลอัตโนมัติ,,เครื่อง
8081240003,เครื่องตรวจคลื่นหัวใจพร้อมโปรแกรมวิเคราะห์ผล 12 Lead,,เครื่อง
8081240004,เครื่องตรวจและบันทึกคลื่นไฟฟ้าหัวใจ 12 Lead,,เครื่อง
8081240005,เครื่องตรวจและบันทึกคลื่นไฟฟ้าหัวใจพร้อมแปรผลแบบ 12 ลีด,,เครื่อง
8081240006,เครื่องตรวจสมรรถภาพหลอดเลือดแดงส่วนปลาย,,เครื่อง
8081240007,เครื่องทดสอบสมรรถภาพหัวใจด้วยการเดินสายพาน (exercise treadmill stress test),,เครื่อง
8081240008,ชุดตรวจบันทึกและวิเคราะห์คลื่นไฟฟ้าหัวใจชนิดพกพาแบบติดตามได้ 7 วัน (Holter),,ชุด
8081250001,เครื่องตรวจการได้ยินระดับก้านสมอง,,เครื่อง
8081250002,เครื่องตรวจคัดกรองการได้ยินในเด็กแรกเกิด,,เครื่อง
8081250003,เครื่องตรวจวัดสมรรถภาพการทำงานของหูชั้นกลาง,,เครื่อง
8081250004,เครื่องตรวจวินิจฉัยการได้ยิน,,เครื่อง
8081250005,ชุดตรวจหู ตา,,ชุด
8081250006,ชุดโต๊ะตรวจ หู คอ จมูก,,ชุด
8081250007,ตู้ตรวจการได้ยิน,,ตู้
8081260001,เครื่องจ่ายลมไหลเวียนผ่านผ้าห่มเพื่อให้ความอบอุ่น,,เครื่อง
8081260002,เครื่องบันทึกการเต้นของหัวใจทารกในครรภ์ (NST),,เครื่อง
8081260003,เครื่องปรับอุณหภูมิร่างกายผู้ป่วยชนิดลมร้อน,,เครื่อง
8081260004,เครื่องผนึกซองเครื่องมือ,,เครื่อง
8081260005,เครื่องผลิตน้ำบริสุทธิ์แบบเคลื่อนที่ (Portable Reverse Osmosis),,เครื่อง
8081260006,เครื่องวัดความถ่วงจำเพาะปัสสาวะ,,เครื่อง
8081260007,เครื่องวัดความถ่วงจำเพาะปัสสาวะชนิดหักเหแสง,,เครื่อง
8081260008,เครื่องให้ความอบอุ่นทารกชนิดควบคุมอุณหภูมอัตโนมัติจากผิวหนังเด็กทารกแรกเกิด,,ชุด
8081260009,เครื่องอุ่นเลือดและพลาสมา,,เครื่อง
8081260010,เครื่องอุ่นสารละลายทางน้ำเกลือ,,เครื่อง
8081260011,หม้อต้มน้ำร้อนอัตโนมัติขนาด 15 ลิตรพร้อมเครื่องกรองน้ำ,,เครื่อง
8081270001,ชุดท่อโค้ง 1 ระดับ (SINGLE CURVED),,ชุด
8081270002,ชุดท่อโค้ง 2 ระดับ (DOUBLE CURVED ARC),,ชุด
8081270003,ชุดสเก็ตบอร์ดบริหารมือแบบแยกนิ้วและที่ประคองนิ้วมือแยกส่วน Forearm-Based Skateboard,,ชุด
8081270004,โต๊ะสเกตบอร์ดไฟฟ้า,,ชุด
8081270005,กระดานปักหมุด 100 รู พร้อมแบบฝึก,,ชุด
8081270006,Wire Finger Tap ชุดตาข่ายดึงนิ้วมือ,,ชุด
8090040001,ตู้แช่แข็งสแตนเลส 2 ประตู (บน-ล่าง) SANDEEN รุ่น SRF3-0687Ai,,ตู้
8090040002,ตู้แช่เย็น 1 ประตู ความจุ 120 ลิตร,,ตู้
8090040003,ตู้เย็น 2 ประตู ขนาดความจุ 310 ลิตร,,เครื่อง
8090040004,ตู้เย็น 1 ประตู ขนาด 5.2 คิว,,เครื่อง
8090050001,เครื่องซักผ้า ขนาดความจุ 13 กิโลกรัม,,เครื่อง
8090050002,เครื่องอบผ้า ขนาดความจุ 9 กิโลกรัม,,เครื่อง
8090110001,เตียงนอนแบบพับได้ ขนาด 3 ฟุต,,เตียง
8090110002,PB-1 เตียง ONCALL,,ชุด
8090110003,เตียงเหล็ก 2 ชั้น ขนาด 3.5 ฟุต,,เตียง
8090110004,ที่นอนสปริง ขนา 3.5 ฟุต หนา 9 นิ้ว,,หลัง
8090120001,ผ้าม่านทึบแสง ขนาด กว้าง 405 ซม. สูง 262 ซม.,,ชุด
8090120002,ผ้าม่านทึบแสง ขนาด กว้าง 408 ซม. สูง 285 ซม.,,ชุด
8090130001,เครื่องต้มน้ำไฟฟ้าขนาด 14 ลิตรขึ้นไป,,เครื่อง
8090130002,ถังต้มน้ำร้อนไฟฟ้า ขนาดไม่น้อยกว่า 15 ลิตร,,ถัง
8090130003,กระติกน้ำร้อน DIGITAL ขนาด 3 ลิตร,,เครื่อง
8090130004,กระติกน้ำร้อน ขนาด 4 ลิตร,,เครื่อง
8090130005,กาต้มน้ำร้อนไฟฟ้า ความจุ 1.7 ลิตร,,เครื่อง
8090140001,เตาอบไมโครเวฟ ความจุ 23 ลิตร,,เครื่อง
8090150001,เครื่องเป่ามืออัตโนมัติ MARVEL MH-110,,ชุด
8100010003,ระบบสูบน้ำมากับอาคาร,,เครื่อง
8100560002,"HOT WATER STORAGE TANK 6,000 L.",,ชุด
8100570001,CT- 1,,ชุด
8110050001,ชุดดัมเบล Studio 1-10 KG 10 คู่ รวม 110 KG พร้อมชั้นวาง-IRONTEC,,ชุด
8110130001,ลู่วิ่ง Treadmill,,เครื่อง
8120020001,บันไดทรง A มีพื้นยืน มีมือจับ 3 ขั้น,,อัน
8150010001,LED Monitor 55'',,ชุด
8150010002,"COMPUTER CONTROL SET, SERVER MANAGEMENT, OPC SERVER AND SERVER RACK",,ชุด
8150020001,เครื่องพิมพ์บาร์โค้ด รุ่น TSC TE210,,เครื่อง
8150020002,เครื่องติดสติกเกอร์หลอดเลือดอัตโนมัติ,,ชุด
8150020003,เครื่องพิมพ์บาร์โค้ดสำรอง,,ชุด
8150020004,เครื่องพิมพ์เลเซอร์สี,,เครื่อง
8150040001,เครื่องแปลงสัญญาณ HDMI เป็น USB สำหรับประชุมทางไกล,,เครื่อง
8150050001,*ยกเลิก* ระบบประชุมทางไกล อาคารศูนย์การแพทย์,,ระบบ
8150090001,เครื่องสำรองกระแสไฟฟ้า (UPS),,เครื่อง
8150130001,"โปรแกรมคอมพิวเตอร์หรือซอฟต์แวร์ที่มีราคาหน่วยหนึ่งเกิน 20,000 บาท",,ระบบ
8150130007,"ค่าเชื่อมต่อเครือข่าย LIS, HIS",,งาน
8150130008,โปรแกรมระบบเรียกคิว,,ชุด
8150130009,ระบบการจองคิวผ่าน Application บนมือถือ,,ชุด
8150130010,เว็บไซต์ศูนย์การแพทย์ธรรมศาสตร์,,ระบบ
8150140001,หน้าจอสัมผัสขนาดไม่น้อยกว่า 9 นิ้วแบบไร้สายพร้อมซอฟแวร์ (IPAD),,เครื่อง
8150140003,เครื่องคอมพิวเตอร์แท็บเล็ตและอุปกรณ์เสริม,,เครื่อง
8150150001,คอมพิวเตอร์ตั้งโต๊ะ,,เครื่อง
8150150002,เครื่องคอมพิวเตอร์ระบบเรียกคิว,,ชุด
8150160005,COMPUTER RACK SECURITY RACK มากับอาคาร,,ชุด
8150170001,ชุดคอมพิวเตอร์แม่ข่าย,,ชุด
8150180001,ชุดคอมพิวเตอร์แม่ข่าย,,ชุด
8190010010,ปรับปรุงคลินิกผิวหนัง ศูนย์การแพทย์ธรรมศาสตร์ ชั้น 4,,งาน
8190010011,งานปรับปรุงคลินิกทันตกรรม ชั้น 4 อาคารศูนย์การแพทย์ธรรมศาสตร์ (งานเพิ่ม),,งาน
8190010012,จ้างต่อเติมผนังกระจกและอลูมิเนียมบริเวณทางเดินชั้น 6 อาคารศูนย์การแพทย์ธรรมศาสตร์,,งาน
8190010013,ปรับปรุงห้องคลอด,,งาน
8190010014,ปรับปรุงแผนกทารกแรกเกิดกึ่งวิกฤต,,งาน
8190010015,ปรับปรุงแผนก Nursery,,งาน
8190010016,ปรับปรุงห้องหัตถการ (Pipeline) 7A,,งาน
8190010017,ปรับปรุงพื้นที่คลังเวชภัณฑ์ ชั้น 5,,งาน
8190010018,ปรับปรุงห้องคัดแยกผ้าสกปรกและห้องเก็บผ้าสะอาด บริเวณชั้นใต้ดิน,,งาน
8190010019,"ปรับปรุงพื้นที่ชั้น 8,9 อาคารศูนย์การแพทย์ธรรมศาสตร์",,งาน
8190010020,ปรับปรุงระบบปรับอากาศและระบายอากาศ แผนกกุมารเวช,,งาน
8190010021,จ้างออกแบบปรับปรุงห้องคลอดชั้น 5 อาคารศูนย์การแพทย์ธรรมศาสตร์,,งาน
8190010022,ปรับปรุงระบบปรับอากาศและควบคุมความชื้นห้องเก็บ Sterile ชั้น 5 อาคารศูนย์การแพทย์ธรรมศาสตร์,,งาน
8190010023,ติดตั้งป้ายอาคารชั้นดาดฟ้า (ด้านทิศใต้) และป้าย ชั้น 6 (ทิศตะวันออก),,งาน
8190010024,ปรับปรุงหน่วยบริการ การดูแลและส่งต่อผู้ป่วยวิกฤตระยะสั้น (Short Stay Critical Care Unit),,งาน
8190010025,งานปรับปรุงห้องผู้ป่วยความดันลบ ห้อง 807 ชั้น 8,,งาน
8190010026,ปรับปรุงประตูห้องเก็บของ Sterile ชั้น 5 อาคารศูนย์การแพทย์ธรรมศาสตร์,,งาน
8190010027,ปรับปรุงบ่อน้ำชั้น 6 อาคารศูนย์การแพทย์ธรรมศาสตร์,,งาน
8190010028,"โครงการปรับปรุงพื้นที่ส่วนกลาง อาคารศูนย์กรแพทย์ธรรมศาสตร์ (ชั้น1,2,4,5)",,งาน
8190010029,ปรับปรุงพัดลมระบายอากาศ ห้องสื่อสาร อาคารศูนย์การแพทย์ธรรมศาสตร์,,งาน
8190020001,ก่อสร้างอาคารศูนย์การแพทย์ธรรมศาสตร์ (งบคลัง),,งาน
8190020002,ก่อสร้างอาคารศูนย์การแพทย์ธรรมศาสตร์ (งบ รพธ.),,งาน
8200010001,ครุภัณฑ์เร่งด่วนและทดแทน,,รายการ
